"id","name","code","referentiecode","account_type","tag_ids","reconcile","sort_code"
"1002050","Internetrekening","1002050","BLimBanInb","asset_cash","l10n_nl_rgs.account_tag_1002000","0","I.B.F"
"1002060","G-rekening","1002060","BLimBanGrb","asset_cash","l10n_nl_rgs.account_tag_1002000","0","I.B.E"
"1002070","(Bedrijfs)spaarrekening","1002070","BLimBanSpa","asset_cash","l10n_nl_rgs.account_tag_1002000","0","I.B.G"
"1003010","Stortingen onderweg","1003010","BLimKruSto","asset_current","l10n_nl_rgs.account_tag_1003000","1","I.C010"
"1003015","Tussenrekening kluis","1003015","BLimKruKlu","asset_current","l10n_nl_rgs.account_tag_1003000","1","I.C015"
"1003020","PIN betalingen","1003020","BLimKruPib","asset_current","l10n_nl_rgs.account_tag_1003000","1","I.C020"
"1003030","Creditcard afrekening","1003030","BLimKruCra","asset_current","l10n_nl_rgs.account_tag_1003000","1","I.C030"
"1003040","Wissels en cheques","1003040","BLimKruWec","asset_current","l10n_nl_rgs.account_tag_1003000","1","I.C040"
"1101020","Handelsdebiteuren intercompany","1101020","BVorDebHdi","asset_receivable","l10n_nl_rgs.account_tag_1101000","1","G.A.020"
"1101030","Voorziening voor oninbaarheid op vorderingen op handelsdebiteuren","1101030","BVorDebVdd","asset_current","l10n_nl_rgs.account_tag_1101000","0","G.A.030"
"1101040","Huurdebiteuren","1101040","BVorDebHdb","asset_receivable","l10n_nl_rgs.account_tag_1101000","1","G.A.040"
"1101050","Tussenrekening ontvangsten debiteuren","1101050","BVorDebTus","asset_current","l10n_nl_rgs.account_tag_1101000","1","G.A.050"
"1101060","Voorziening voor oninbaarheid op vorderingen op huurdebiteuren","1101060","BVorDebVhd","asset_current","l10n_nl_rgs.account_tag_1101000","0","G.A.060"
"1102010","Terug te vorderen Omzetbelasting","1102010","BVorVbkTvo","liability_current","l10n_nl_rgs.account_tag_1103159","0","G.G.B"
"1102015","Terug te vorderen EU omzetbelasting","1102015","BVorVbkEob","liability_current","l10n_nl_rgs.account_tag_1103159","0","G.G.B030"
"1102020","Terug te vorderen Loonheffing","1102020","BVorVbkTvl","liability_current","l10n_nl_rgs.account_tag_1103159","0","G.G.E"
"1102030","Terug te vorderen Vennootschapsbelasting","1102030","BVorVbkTvv","liability_current","l10n_nl_rgs.account_tag_1103159","0","G.G.F"
"1102040","Terug te vorderen Dividendbelasting","1102040","BVorVbkTtv","liability_current","l10n_nl_rgs.account_tag_1103159","0","G.G.G"
"1102050","Ingehouden dividendbelasting","1102050","BVorVbkInd","liability_current","l10n_nl_rgs.account_tag_1103159","0","G.G.H"
"1102060","Terug te vorderen overige belastingen","1102060","BVorVbkTtb","liability_current","l10n_nl_rgs.account_tag_1103159","0","G.G.I"
"1103005","Leningen, voorschotten en garanties ten behoeve van bestuurders en gewezen bestuurders overige vorderingen (kortlopend)","1103005","BVorOvrLvb","asset_current","l10n_nl_rgs.account_tag_1103000","0","G.K.A"
"1103006","Leningen, voorschotten en garanties ten behoeve van commissarissen en gewezen commissarissen overige vorderingen (kortlopend)","1103006","BVorOvrLvc","asset_current","l10n_nl_rgs.account_tag_1103000","0","G.K.B"
"1103010","Waarborgsommen overige vorderingen","1103010","BVorOvrWbs","asset_current","l10n_nl_rgs.account_tag_1103000","0","G.K.H"
"1103040","Te vorderen overheidssubsidies te vorderen subsidies","1103040","BVorTskTos","asset_current","l10n_nl_rgs.account_tag_1103039","0","G.I.A"
"1103050","Te vorderen loonsubsidie te vorderen subsidies","1103050","BVorTskTls","asset_current","l10n_nl_rgs.account_tag_1103039","0","G.I.B"
"1103060","Te vorderen overige subsidies te vorderen subsidies","1103060","BVorTskTvs","asset_current","l10n_nl_rgs.account_tag_1103039","0","G.I.C"
"1103070","Te vorderen rente lening","1103070","BVorOvrTvr","asset_current","l10n_nl_rgs.account_tag_1103000","0","G.K.J"
"1103080","Te vorderen overige rente","1103080","BVorOvrTvo","asset_current","l10n_nl_rgs.account_tag_1103000","0","G.K.K"
"1103090","Vooruitbetalingen","1103090","BVorOvrVrb","asset_current","l10n_nl_rgs.account_tag_1103000","1","G.K.I"
"1103100","Rekening-courant groepsmaatschappij 1","1103100","BVorVogVr1","asset_current","l10n_nl_rgs.account_tag_1103099","0","G.B.A"
"1103101","Rekening-courant groepsmaatschappij 2","1103101","BVorVogVr2","asset_current","l10n_nl_rgs.account_tag_1103099","0","G.B.B"
"1103102","Rekening-courant groepsmaatschappij 3","1103102","BVorVogVr3","asset_current","l10n_nl_rgs.account_tag_1103099","0","G.B.C"
"1103103","Rekening-courant groepsmaatschappij 4","1103103","BVorVogVr4","asset_current","l10n_nl_rgs.account_tag_1103099","0","G.B.D"
"1103104","Rekening-courant groepsmaatschappij 5","1103104","BVorVogVr5","asset_current","l10n_nl_rgs.account_tag_1103099","0","G.B.E"
"1103105","Vordering / lening Daeb","1103105","BVorVogVg1","asset_current","l10n_nl_rgs.account_tag_1103099","0","G.B.P"
"1103106","Rekening-courant DAEB","1103106","BVorVogDae","asset_current","l10n_nl_rgs.account_tag_1103099","0","G.B.Q"
"1103107","Rekening-courant Niet-DAEB","1103107","BVorVogNda","asset_current","l10n_nl_rgs.account_tag_1103099","0","G.B.R"
"1103110","Rekening-courant overige verbonden maatschappij 1","1103110","BVorVovVr1","asset_current","l10n_nl_rgs.account_tag_1103109","0","G.C.A"
"1103111","Rekening-courant overige verbonden maatschappij 2","1103111","BVorVovVr2","asset_current","l10n_nl_rgs.account_tag_1103109","0","G.C.B"
"1103112","Rekening-courant overige verbonden maatschappij 3","1103112","BVorVovVr3","asset_current","l10n_nl_rgs.account_tag_1103109","0","G.C.C"
"1103113","Rekening-courant overige verbonden maatschappij 4","1103113","BVorVovVr4","asset_current","l10n_nl_rgs.account_tag_1103109","0","G.C.D"
"1103114","Rekening-courant overige verbonden maatschappij 5","1103114","BVorVovVr5","asset_current","l10n_nl_rgs.account_tag_1103109","0","G.C.E"
"1103115","Vordering / lening overige verbonden maatschappij 1","1103115","BVorVovVo1","asset_current","l10n_nl_rgs.account_tag_1103109","0","G.C.P"
"1103120","Rekening-courant participant en op maatschappij waarin wordt deelgenomen 1 (kortlopend)","1103120","BVorVopVr1","asset_current","l10n_nl_rgs.account_tag_1103119","0","G.D.A"
"1103121","Rekening-courant participant en op maatschappij waarin wordt deelgenomen 2 (kortlopend)","1103121","BVorVopVr2","asset_current","l10n_nl_rgs.account_tag_1103119","0","G.D.B"
"1103122","Rekening-courant participant en op maatschappij waarin wordt deelgenomen 3 (kortlopend)","1103122","BVorVopVr3","asset_current","l10n_nl_rgs.account_tag_1103119","0","G.D.C"
"1103123","Rekening-courant participant en op maatschappij waarin wordt deelgenomen 4 (kortlopend)","1103123","BVorVopVr4","asset_current","l10n_nl_rgs.account_tag_1103119","0","G.D.D"
"1103124","Rekening-courant participant en op maatschappij waarin wordt deelgenomen 5 (kortlopend)","1103124","BVorVopVr5","asset_current","l10n_nl_rgs.account_tag_1103119","0","G.D.E"
"1103125","Vordering / lening participant en op maatschappij waarin wordt deelgenomen 1","1103125","BVorVopVo1","asset_current","l10n_nl_rgs.account_tag_1103119","0","G.D.P"
"1103130","Nog te verrichten stortingen op aandelen van aandeelhouders opgevraagde stortingen","1103130","BVorVaoNtv","asset_current","l10n_nl_rgs.account_tag_1103129","1","G.F.010"
"1103135","Vorderingen uit hoofde van leningen en voorschotten aan leden of houders van aandelen op naam (kortlopend) van aandeelhouders opgevraagde stortingen","1103135","BVorVaoVuh","asset_current","l10n_nl_rgs.account_tag_1103129","0","G.F.020"
"1103140","Rekening-courant bestuurders","1103140","BVorOvrRcb","asset_current","l10n_nl_rgs.account_tag_1103000","0","G.K.D"
"1103141","Rekening-courant commissarissen","1103141","BVorOvrRcc","asset_current","l10n_nl_rgs.account_tag_1103000","0","G.K.E"
"1103142","Rekening-courant overigen (kortlopend)","1103142","BVorOvrRco","asset_current","l10n_nl_rgs.account_tag_1103000","0","G.K.F"
"1103143","Rekening-courant aandeelhouders (kortlopend)","1103143","BVorOvrRca","asset_current","l10n_nl_rgs.account_tag_1103000","0","G.K.G"
"1103150","Terug te ontvangen pensioenpremies","1103150","BVorVpkTto","asset_current","l10n_nl_rgs.account_tag_1103149","0","G.J.A"
"1103155","Te ontvangen pensioenuitkeringen","1103155","BVorVpkTop","asset_current","l10n_nl_rgs.account_tag_1103149","0","G.J.B"
"1103160","Vorderingen uit hoofde van belastingen","1103160","BVorVbkVbk","asset_current","l10n_nl_rgs.account_tag_1103159","0","G.G.A"
"1103170","Latente belastingvorderingen (kortlopend)","1103170","BVorLbvBlk","asset_current","l10n_nl_rgs.account_tag_1103169","0","G.H.A"
"1103171","Te verrekenen met verliezen uit het verleden latente belastingvorderingen (kortlopend)","1103171","BVorLbvCba","asset_current","l10n_nl_rgs.account_tag_1103169","0","G.H.B"
"1103172","Te verrekenen met toekomstige verliezen latente belastingvorderingen (kortlopend)","1103172","BVorLbvCfo","asset_current","l10n_nl_rgs.account_tag_1103169","0","G.H.C"
"1103180","Ledenrekeningen overige vorderingen","1103180","BVorOvrLek","asset_current","l10n_nl_rgs.account_tag_1103000","0","G.K.C"
"1103190","Overige vorderingen overige vorderingen","1103190","BVorOvrOvk","asset_current","l10n_nl_rgs.account_tag_1103000","0","G.K.T"
"1103200","Leningen u/g (kortlopend)","1103200","BVorOvrLen","asset_current","l10n_nl_rgs.account_tag_1103000","0","G.K.U"
"1103310","Vorderingen op lid A van de coöperatie","1103310","BVorVlcLi1","asset_current","l10n_nl_rgs.account_tag_1103300","0","G.E.A"
"1103320","Vorderingen op lid B van de coöperatie","1103320","BVorVlcLi2","asset_current","l10n_nl_rgs.account_tag_1103300","0","G.E.B"
"1103330","Vorderingen op lid C van de coöperatie","1103330","BVorVlcLi3","asset_current","l10n_nl_rgs.account_tag_1103300","0","G.E.C"
"1103340","Vorderingen op lid D van de coöperatie","1103340","BVorVlcLi4","asset_current","l10n_nl_rgs.account_tag_1103300","0","G.E.D"
"1103350","Vorderingen op lid E van de coöperatie","1103350","BVorVlcLi5","asset_current","l10n_nl_rgs.account_tag_1103300","0","G.E.E"
"1103390","Interne lening (kortlopend)","1103390","BVorOvrIln","asset_current","l10n_nl_rgs.account_tag_1103000","0","G.K.V"
"1103007","Margin-call deposito","1103007","BVorOvrMcd","asset_current","l10n_nl_rgs.account_tag_1103000","0","G.K.W"
"1104010","Vooruitbetaalde facturen","1104010","BVorOvaVof","liability_current","l10n_nl_rgs.account_tag_1104000","1","G.L.A"
"1104020","Vooruitverzonden op bestellingen","1104020","BVorOvaVbs","liability_current","l10n_nl_rgs.account_tag_1104000","1","G.L.B"
"1104030","Nog te factureren of nog te verzenden facturen","1104030","BVorOvaNtf","liability_current","l10n_nl_rgs.account_tag_1104000","1","G.L.C"
"1104040","Te ontvangen rente","1104040","BVorOvaTor","asset_prepayments","l10n_nl_rgs.account_tag_1104000","0","G.L.V"
"1104050","Vooruitbetaalde rente","1104050","BVorOvaVbr","asset_prepayments","l10n_nl_rgs.account_tag_1104000","1","G.L.W"
"1104060","Overige overlopende activa","1104060","BVorOvaOoa","asset_prepayments","l10n_nl_rgs.account_tag_1104000","0","G.L.X"
"1104070","Nog te ontvangen omzetbonificaties","1104070","BVorOvaNoo","liability_current","l10n_nl_rgs.account_tag_1104000","1","G.L.D"
"1104075","Vooruitbetaalde erfpacht","1104075","BVorOvaErf","asset_prepayments","l10n_nl_rgs.account_tag_1104000","1","G.L.Y"
"1104080","Nog te ontvangen provisies","1104080","BVorOvaNtp","liability_current","l10n_nl_rgs.account_tag_1104000","1","G.L.E"
"1104085","Nog te ontvangen servicekosten","1104085","BVorOvaNos","asset_prepayments","l10n_nl_rgs.account_tag_1104000","1","G.L.Z.Z010"
"1104090","Nog te ontvangen huren","1104090","BVorOvaNth","liability_current","l10n_nl_rgs.account_tag_1104000","1","G.L.F"
"1104095","Nog toe rekenen rente swaps","1104095","BVorOvaNtr","asset_prepayments","l10n_nl_rgs.account_tag_1104000","1","G.L.Z.Z020"
"1104100","Nog te ontvangen vergoedingen","1104100","BVorOvaNov","liability_current","l10n_nl_rgs.account_tag_1104000","1","G.L.G"
"1104110","Nog te ontvangen bijdragen","1104110","BVorOvaNob","liability_current","l10n_nl_rgs.account_tag_1104000","1","G.L.H"
"1104115","Overige vorderingen daeb","1104115","BVorOvrOvd","liability_current","l10n_nl_rgs.account_tag_1103000","0","G.K.X"
"1104120","Vooruitbetaalde personeelskosten","1104120","BVorOvaVop","asset_prepayments","l10n_nl_rgs.account_tag_1104000","1","G.L.I"
"1104125","Overige vorderingen niet-daeb","1104125","BVorOvrOvn","liability_current","l10n_nl_rgs.account_tag_1103000","0","G.K.Y"
"1104130","Vooruitbetaalde huisvestingskosten","1104130","BVorOvaVoh","asset_prepayments","l10n_nl_rgs.account_tag_1104000","1","G.L.J"
"1104140","Vooruitbetaalde exploitatie- en machinekosten","1104140","BVorOvaVem","asset_prepayments","l10n_nl_rgs.account_tag_1104000","1","G.L.K"
"1104150","Vooruitbetaalde verkoopkosten","1104150","BVorOvaVov","asset_prepayments","l10n_nl_rgs.account_tag_1104000","1","G.L.L"
"1104160","Vooruitbetaalde autokosten","1104160","BVorOvaVak","asset_prepayments","l10n_nl_rgs.account_tag_1104000","1","G.L.M"
"1104170","Vooruitbetaalde transportkosten","1104170","BVorOvaVtr","asset_prepayments","l10n_nl_rgs.account_tag_1104000","1","G.L.N"
"1104180","Vooruitbetaalde kantoorkosten","1104180","BVorOvaVok","asset_prepayments","l10n_nl_rgs.account_tag_1104000","1","G.L.O"
"1104190","Vooruitbetaalde organisatiekosten","1104190","BVorOvaVoo","asset_prepayments","l10n_nl_rgs.account_tag_1104000","1","G.L.P"
"1104200","Vooruitbetaalde assurantiekosten","1104200","BVorOvaVas","asset_prepayments","l10n_nl_rgs.account_tag_1104000","1","G.L.Q"
"1104205","Overheid","1104205","BVorOvhVor","asset_current","l10n_nl_rgs.account_tag_1104105","0","G.N.A"
"1104210","Vooruitbetaalde accountants- en advieskosten","1104210","BVorOvaVae","asset_prepayments","l10n_nl_rgs.account_tag_1104000","1","G.L.R"
"1104220","Vooruitbetaalde administratiekosten","1104220","BVorOvaVoa","asset_prepayments","l10n_nl_rgs.account_tag_1104000","0","G.L.S"
"1104230","Vooruitbetaalde kosten fondsenwerving","1104230","BVorOvaVkf","asset_prepayments","l10n_nl_rgs.account_tag_1104000","1","G.L.T"
"1104240","Vooruitbetaalde andere kosten","1104240","BVorOvaVan","asset_prepayments","l10n_nl_rgs.account_tag_1104000","1","G.L.U"
"1104250","Pensioenvordering onder overlopende activa","1104250","BVorOvaPen","asset_prepayments","l10n_nl_rgs.account_tag_1104000","0","G.L.Z.Z030"
"1105100","Tussenrekeningen betalingen","1105100","BVorTusTbt","asset_cash","l10n_nl_rgs.account_tag_1105000","1","G.M.A"
"1105200","Tussenrekeningen salarissen","1105200","BVorTusTsa","asset_cash","l10n_nl_rgs.account_tag_1105000","1","G.M.B"
"1105300","Tussenrekeningen inkopen","1105300","BVorTusTin","asset_cash","l10n_nl_rgs.account_tag_1105000","1","G.M.C"
"1105400","Tussenrekeningen projecten","1105400","BVorTusTpj","asset_cash","l10n_nl_rgs.account_tag_1105000","1","G.M.D"
"1105500","Tussenrekeningen productie","1105500","BVorTusTpr","asset_cash","l10n_nl_rgs.account_tag_1105000","1","G.M.E"
"1105600","Tussenrekeningen dienstverlening","1105600","BVorTusTdv","asset_cash","l10n_nl_rgs.account_tag_1105000","1","G.M.F"
"1105700","Tussenrekening voorraden","1105700","BVorTusTvr","asset_cash","l10n_nl_rgs.account_tag_1105000","1","G.M.G"
"1105800","Tussenrekeningen verkopen","1105800","BVorTusTvk","asset_cash","l10n_nl_rgs.account_tag_1105000","1","G.M.H"
"1105900","Tussenrekeningen ontvangsten","1105900","BVorTusTon","asset_cash","l10n_nl_rgs.account_tag_1105000","1","G.M.I"
"1106000","Tussenrekeningen overig","1106000","BVorTusTov","asset_cash","l10n_nl_rgs.account_tag_1105000","1","G.M.J"
"1107000","Tussenrekeningen leningen","1107000","BVorTusLen","asset_cash","l10n_nl_rgs.account_tag_1105000","1","G.M.K"
"1201010","Achtergestelde schulden","1201010","BSchKolAlk","liability_non_current","l10n_nl_rgs.account_tag_1201000","0","M.A.A"
"1201020","Converteerbare leningen","1201020","BSchKolClk","liability_non_current","l10n_nl_rgs.account_tag_1201000","0","M.A.B"
"1201030","Obligatieleningen, pandbrieven en andere leningen","1201030","BSchKolAok","liability_non_current","l10n_nl_rgs.account_tag_1201000","0","M.A.C"
"1201040","Aangegane verplichtingen overig","1201040","BSchKolAov","liability_non_current","l10n_nl_rgs.account_tag_1201000","0","M.A.D"
"1201050","Derivaten","1201050","BSchKolDer","liability_non_current","l10n_nl_rgs.account_tag_1201000","0","M.A.E"
"1201060","Hypotheken van kredietinstellingen (kortlopend)","1201060","BSchAosHvk","liability_current","l10n_nl_rgs.account_tag_1201059","0","M.M.A"
"1201070","Financieringen van kredietinstellingen (kortlopend)","1201070","BSchAosFvk","liability_current","l10n_nl_rgs.account_tag_1201059","0","M.M.C"
"1201080","Leningen van kredietinstellingen (kortlopend)","1201080","BSchAosLvk","liability_current","l10n_nl_rgs.account_tag_1201059","0","M.M.B"
"1201090","Aflossingsverplichtingen","1201090","BSchAosAos","liability_current","l10n_nl_rgs.account_tag_1201059","0","M.M.D"
"1201100","Marktwaardecorrectie van de vastrentende lening (kortlopend)","1201100","BSchAosMvl","liability_current","l10n_nl_rgs.account_tag_1201059","0","M.M.E"
"1203020","Handelscrediteuren intercompany","1203020","BSchCreHci","liability_payable","l10n_nl_rgs.account_tag_1203000","1","M.D.B"
"1203030","Ontvangen vooruitbetalingen op bestellingen","1203030","BSchCreVbk","liability_current","l10n_nl_rgs.account_tag_1203000","1","M.D.C"
"1203040","Kostencrediteuren","1203040","BSchCreKcr","liability_payable","l10n_nl_rgs.account_tag_1203000","1","M.D.D"
"1203050","Tussenrekening betalingen crediteuren (betalingen onderweg)","1203050","BSchCreTus","asset_current","l10n_nl_rgs.account_tag_1203000","1","M.D.E"
"1203060","Tussenrekening te fiatteren facturen","1203060","BSchCreTtf","asset_cash","l10n_nl_rgs.account_tag_1203000","0","M.D.F"
"1204010","Netto lonen","1204010","BSchSalNet","liability_current","l10n_nl_rgs.account_tag_1204000","0","M.O.A"
"1204020","Voorschotten personeel","1204020","BSchSalVpe","liability_current","l10n_nl_rgs.account_tag_1204000","0","M.O.B"
"1204030","Tantièmes","1204030","BSchSalTan","liability_current","l10n_nl_rgs.account_tag_1204000","0","M.O.C"
"1204040","Te betalen vakantiegeld","1204040","BSchSalTvg","liability_current","l10n_nl_rgs.account_tag_1204000","0","M.O.D"
"1204050","Reservering vakantiedagen","1204050","BSchSalTbv","liability_current","l10n_nl_rgs.account_tag_1204000","0","M.O.E"
"1204060","Vakantiebonnen","1204060","BSchSalVab","liability_current","l10n_nl_rgs.account_tag_1204000","0","M.O.F"
"1204070","Bruto lonen en salarissen","1204070","BSchSalBls","liability_current","l10n_nl_rgs.account_tag_1204000","0","M.O.G"
"1204075","Overige reserveringen","1204075","BSchSalOrn","liability_current","l10n_nl_rgs.account_tag_1204000","0","M.O.H"
"1204080","Premies sociale verzekeringen","1204080","BSchSalPsv","liability_current","l10n_nl_rgs.account_tag_1204000","0","M.O.I"
"1204090","Te betalen pensioenuitkeringen","1204090","BSchStzPen","liability_current","l10n_nl_rgs.account_tag_1204089","0","M.L.A"
"1204100","Personeelsfonds / personeelsvereniging","1204100","BSchSalPer","liability_current","l10n_nl_rgs.account_tag_1204000","0","M.O.J"
"1204110","Overige netto-afdrachten","1204110","BSchSalOna","liability_current","l10n_nl_rgs.account_tag_1204000","0","M.O.K"
"1204120","Gratificaties","1204120","BSchSalGra","liability_current","l10n_nl_rgs.account_tag_1204000","0","M.O.L"
"1204130","Te betalen overige sociale fondsen","1204130","BSchSalOsf","liability_current","l10n_nl_rgs.account_tag_1204000","0","M.O.M"
"1204140","Reservering eindejaarsuitkering","1204140","BSchSalReu","liability_current","l10n_nl_rgs.account_tag_1204000","0","M.O.N"
"1205010","Te betalen Omzetbelasting","1205010","BSchBepBtw","liability_current","l10n_nl_rgs.account_tag_1205009","0","M.K.A"
"1205020","Te betalen EU omzetbelasting","1205020","BSchBepEob","liability_current","l10n_nl_rgs.account_tag_1205009","0","M.K.A200"
"1205030","Omzetbelasting afdracht","1205030","BSchBepBaf","liability_current","l10n_nl_rgs.account_tag_1205009","0","M.K.A300"
"1206010","Te betalen Loonheffing","1206010","BSchBepLhe","liability_current","l10n_nl_rgs.account_tag_1205009","0","M.K.B"
"1207010","Te betalen Vennootschapsbelasting","1207010","BSchBepVpb","liability_current","l10n_nl_rgs.account_tag_1205009","0","M.K.C"
"1208000","Overige belastingen","1208000","BSchBepOvb","liability_current","l10n_nl_rgs.account_tag_1205009","0","M.K.D"
"1208110","Schuld aan groepsmaatschappij 1","1208110","BSchSagSg1","liability_current","l10n_nl_rgs.account_tag_1208100","0","M.F.A"
"1208120","Schuld aan groepsmaatschappij 2","1208120","BSchSagSg2","liability_current","l10n_nl_rgs.account_tag_1208100","0","M.F.B"
"1208130","Schuld aan groepsmaatschappij 3","1208130","BSchSagSg3","liability_current","l10n_nl_rgs.account_tag_1208100","0","M.F.C"
"1208140","Schuld aan groepsmaatschappij 4","1208140","BSchSagSg4","liability_current","l10n_nl_rgs.account_tag_1208100","0","M.F.D"
"1208150","Schuld aan groepsmaatschappij 5","1208150","BSchSagSg5","liability_current","l10n_nl_rgs.account_tag_1208100","0","M.F.E"
"1208160","Schuld aan DAEB","1208160","BSchSagDae","liability_current","l10n_nl_rgs.account_tag_1208100","0","M.F.F"
"1208170","Schuld aan Niet-DAEB","1208170","BSchSagNda","liability_current","l10n_nl_rgs.account_tag_1208100","0","M.F.G"
"1208210","Schuld aan overige verbonden maatschappij 1","1208210","BSchSaoSo1","liability_current","l10n_nl_rgs.account_tag_1208200","0","M.G.A"
"1208220","Schuld aan overige verbonden maatschappij 2","1208220","BSchSaoSo2","liability_current","l10n_nl_rgs.account_tag_1208200","0","M.G.B"
"1208230","Schuld aan overige verbonden maatschappij 3","1208230","BSchSaoSo3","liability_current","l10n_nl_rgs.account_tag_1208200","0","M.G.C"
"1208240","Schuld aan overige verbonden maatschappij 4","1208240","BSchSaoSo4","liability_current","l10n_nl_rgs.account_tag_1208200","0","M.G.D"
"1208250","Schuld aan overige verbonden maatschappij 5","1208250","BSchSaoSo5","liability_current","l10n_nl_rgs.account_tag_1208200","0","M.G.E"
"1208310","Schulden aan participant en aan maatschappij waarin wordt deelgenomen 1","1208310","BSchSapSp1","liability_current","l10n_nl_rgs.account_tag_1208300","0","M.H.A"
"1208320","Schulden aan participant en aan maatschappij waarin wordt deelgenomen 2","1208320","BSchSapSp2","liability_current","l10n_nl_rgs.account_tag_1208300","0","M.H.B"
"1208330","Schulden aan participant en aan maatschappij waarin wordt deelgenomen 3","1208330","BSchSapSp3","liability_current","l10n_nl_rgs.account_tag_1208300","0","M.H.C"
"1208340","Schulden aan participant en aan maatschappij waarin wordt deelgenomen 4","1208340","BSchSapSp4","liability_current","l10n_nl_rgs.account_tag_1208300","0","M.H.D"
"1208350","Schulden aan participant en aan maatschappij waarin wordt deelgenomen 5","1208350","BSchSapSp5","liability_current","l10n_nl_rgs.account_tag_1208300","0","M.H.E"
"1208410","Schulden uit hoofde van belasting naar de winst","1208410","BSchShbShb","liability_current","l10n_nl_rgs.account_tag_1208400","0","M.I.A"
"1208510","Financiële lease verplichtingen","1208510","BSchFlkFlk","liability_current","l10n_nl_rgs.account_tag_1208500","0","M.J.A"
"1209010","Schulden aan aandeelhouders","1209010","BSchOvsSaa","liability_current","l10n_nl_rgs.account_tag_1209000","0","M.P.D"
"1209020","Rekening-courant bestuurders (Kortlopend)","1209020","BSchOvsRcb","liability_current","l10n_nl_rgs.account_tag_1209000","0","M.P.A"
"1209025","Rekening-courant commissarissen (Kortlopend)","1209025","BSchOvsRcc","liability_current","l10n_nl_rgs.account_tag_1209000","0","M.P.B"
"1209030","Rekening-courant bij kredietinstellingen schulden aan kredietinstellingen","1209030","BSchSakRba","liability_non_current","l10n_nl_rgs.account_tag_1209029","0","M.B.A"
"1209031","Rekening-courant bij kredietinstellingen - Naam A - schulden aan kredietinstellingen","1209031","BSchSakRbb","liability_non_current","l10n_nl_rgs.account_tag_1209029","0","M.B.A200"
"1209032","Rekening-courant bij kredietinstellingen - Naam B - schulden aan kredietinstellingen","1209032","BSchSakRbc","liability_non_current","l10n_nl_rgs.account_tag_1209029","0","M.B.A210"
"1209033","Rekening-courant bij kredietinstellingen - Naam C - schulden aan kredietinstellingen","1209033","BSchSakRbd","liability_non_current","l10n_nl_rgs.account_tag_1209029","0","M.B.A220"
"1209034","Rekening-courant bij kredietinstellingen - Naam D - schulden aan kredietinstellingen","1209034","BSchSakRbe","liability_non_current","l10n_nl_rgs.account_tag_1209029","0","M.B.A230"
"1209035","Rekening-courant bij kredietinstellingen - Naam E - schulden aan kredietinstellingen","1209035","BSchSakRbf","liability_non_current","l10n_nl_rgs.account_tag_1209029","0","M.B.A240"
"1209041","Vooruitgezonden facturen","1209041","BSchVobVgf","liability_non_current","l10n_nl_rgs.account_tag_1209040","1","M.C.A"
"1209042","Ontvangen vooruitbetalingen op bestellingen","1209042","BSchVobVob","liability_current","l10n_nl_rgs.account_tag_1209040","1","M.C.B"
"1209045","Rekening-courant overigen (Kortlopend)","1209045","BSchOvsRco","liability_current","l10n_nl_rgs.account_tag_1209000","0","M.P.C"
"1209065","Overige verplichtingen inzake personeel","1209065","BSchOvsOvi","liability_current","l10n_nl_rgs.account_tag_1209000","0","M.P.E"
"1209070","Te betalen dividenduitkeringen","1209070","BSchOvsTbd","liability_current","l10n_nl_rgs.account_tag_1209000","0","M.P.F"
"1209080","Overige schulden te betalen wissels en cheques","1209080","BSchTbwOvs","liability_current","l10n_nl_rgs.account_tag_1209079","0","M.E.C"
"1209081","Aflossingsverplichtingen","1209081","BSchTbwAvp","liability_current","l10n_nl_rgs.account_tag_1209079","0","M.E.A"
"1209082","Te betalen rente","1209082","BSchTbwTbr","liability_current","l10n_nl_rgs.account_tag_1209079","0","M.E.B"
"1209090","Giftenverplichtingen","1209090","BSchOvsGif","liability_current","l10n_nl_rgs.account_tag_1209000","0","M.P.G"
"1209100","Terugbetaling subsidies","1209100","BSchOvsSuv","liability_current","l10n_nl_rgs.account_tag_1209000","0","M.P.H"
"1209110","Te betalen pensioenpremies","1209110","BSchOvsStp","liability_current","l10n_nl_rgs.account_tag_1209000","0","M.P.I"
"1209120","Onderhanden projecten","1209120","BSchOppOpp","liability_current","l10n_nl_rgs.account_tag_1209119","0","M.N.A"
"1209130","Verplichtingen uit hoofde van onroerende zaken verkocht onder voorwaarden","1209130","BSchOvsVvv","liability_current","l10n_nl_rgs.account_tag_1209000","0","M.P.K"
"1209135","Waarborgsommen overige schulden","1209135","BSchOvsWaa","liability_current","l10n_nl_rgs.account_tag_1209000","0","M.P.N"
"1209140","Verplichtingen aan overheid","1209140","BSchOvsVpo","liability_current","l10n_nl_rgs.account_tag_1209000","0","M.P.L"
"1209145","Ledenrekeningen","1209145","BSchOvsLed","liability_current","l10n_nl_rgs.account_tag_1209000","0","M.P.O"
"1209150","Overige schulden","1209150","BSchOvsOvs","liability_current","l10n_nl_rgs.account_tag_1209000","0","M.P.M"
"1209155","Loyalty / membersaldo","1209155","BSchOvsLoy","liability_current","l10n_nl_rgs.account_tag_1209000","0","M.P.P"
"1210010","Nog te ontvangen facturen","1210010","BSchOpaNto","liability_current","l10n_nl_rgs.account_tag_1210000","1","M.Q.A"
