id,name,code,referentiecode,sort_code,rgs_allowed_journals_code,rgs_allowed_journals_type,parent_id,code_prefix_start,code_prefix_end
account_group_7202000,Totaal van lasten,7202000,WKprTvl,Q.S,"MISC,STJ,ACCR",purchase,account_group_70,7202,7204
account_group_8001000,Netto-omzet uit leveringen geproduceerde goederen,8001000,WOmzNop,O.A,ACCR,,account_group_80,8001,8001
account_group_8002000,Netto-omzet uit verkoop van handelsgoederen,8002000,WOmzNoh,O.B,ACCR,,account_group_80,8002,8002
account_group_8003000,Opbrengsten uit het verlenen van diensten,8003000,WOmzNod,O.C,ACCR,,account_group_80,8003,8003
account_group_8004000,Overige netto-omzet,8004000,WOmzNoo,O.F,ACCR,,account_group_80,8004,8004
account_group_8005000,Netto-omzet intercompany transacties,8005000,WOmzOit,O.G,ACCR,,account_group_80,8005,8005
account_group_8006000,"Kortingen, bonussen en provisies",8006000,WOmzKeb,O.H,ACCR,,account_group_80,8006,8006
account_group_8007000,Toegerekende opbrengsten,8007000,WOmzAol,O.D,ACCR,,account_group_80,8007,8007
account_group_8008000,Agrarische bedrijfsopbrengsten veeteelt,8008000,WOmzAov,O.E,ACCR,,account_group_80,8008,8008
account_group_8009000,Netto-omzet groepen,8009000,WOmzGrp,O.I,ACCR,,account_group_80,8009,8009
account_group_8010000,Huuropbrengsten,8010000,WRevHuo,O.J.A,ACCR,,account_group_80_1,8010,8010
account_group_8011000,Opbrengsten servicecontracten,8011000,WRevOsc,O.J.B,ACCR,,account_group_80_1,8011,8011
account_group_8012000,Lasten servicecontracten,8012000,WRevLsc,O.J.C,ACCR,,account_group_80_1,8012,8012
account_group_8013000,Overheidsbijdragen,8013000,WRevOhb,O.J.D,ACCR,,account_group_80_1,8013,8013
account_group_8014000,Lasten verhuur en beheeractiviteiten,8014000,WRevLvb,O.J.E,ACCR,,account_group_80_1,8014,8014
account_group_8015000,Lasten onderhoudsactiviteiten,8015000,WRevLoa,O.J.F,ACCR,,account_group_80_1,8015,8015
account_group_8016000,Overige directe operationele lasten explotatie bezit,8016000,WRevOol,O.J.G,ACCR,,account_group_80_1,8016,8016
account_group_8020000,Omzet verkocht vastgoed in ontwikkeling,8020000,WRviOvo,O.K.A,ACCR,,account_group_80_2,8020,8020
account_group_8021000,Uitgaven verkocht vastgoed in ontwikkeling,8021000,WRviUvv,O.K.B,ACCR,,account_group_80_2,8021,8021
account_group_8022000,Toegerekende organisatiekosten verkocht vastgoed in ontwikkeling,8022000,WRviTok,O.K.C,ACCR,,account_group_80_2,8022,8022
account_group_8023000,Toegerekende financieringskosten,8023000,WRviTfk,O.K.D,ACCR,,account_group_80_2,8023,8023
account_group_8030000,Verkoopopbrengst vastgoedportefeuille,8030000,WRgrOvp,O.L.A,ACCR,,account_group_80_3,8030,8030
account_group_8031000,Toegerekende organisatiekosten verkoop vastgoedportefeuille,8031000,WRgrTok,O.L.B,ACCR,,account_group_80_3,8031,8031
account_group_8032000,Boekwaarde verkochte vastgoedportefeuille,8032000,WRgrRvb,O.L.C,ACCR,,account_group_80_3,8032,8032
account_group_8033000,Directe kosten inzake verkoop vastgoedportefeuille,8033000,WRgrDkv,O.L.D,ACCR,,account_group_80_3,8033,8033
account_group_8040000,Overige waardeveranderingen van vastgoedportefeuille,8040000,WWvvOwv,O.M.A,ACCR,,account_group_80_4,8040,8040
account_group_8041000,Niet-gerealiseerde waardeveranderingen van vastgoedportefeuille,8041000,WWvvNwp,O.M.B,ACCR,,account_group_80_4,8041,8041
account_group_8042000,Niet-gerealiseerde waardeveranderingen van vastgoedportefeuille verkocht onder voorwaarden,8042000,WWvvNwv,O.M.C,ACCR,,account_group_80_4,8042,8042
account_group_8043000,Niet-gerealiseerde waardeveranderingen van vastgoedportefeuille bestemd voor verkoop,8043000,WWvvNwb,O.M.D,ACCR,,account_group_80_4,8043,8043
account_group_8050000,Opbrengsten overige activiteiten,8050000,WNoaOoa,O.N.A,ACCR,,account_group_80_5,8050,8050
account_group_8051000,Kosten overige activiteiten,8051000,WNoaKoa,O.N.B,ACCR,,account_group_80_5,8051,8051
account_group_8060000,Kosten omtrent leefbaarheid,8060000,WKolKol,O.P.A,ACCR,,account_group_80_6,8060,8060
account_group_8080000,Verkoopkosten,8080000,WVkfVkf,O.T.A,ACCR,,account_group_80_8,8080,8080
account_group_8090000,Algemene beheerskosten,8090000,WAkfAkf,O.U.A,ACCR,,account_group_80_9,8090,8090
account_group_8101000,"Wijziging in voorraden grond- en hulpstoffen, gereed product en handelsgoederen",8101000,WWivWgp,P.A,ACCR,,account_group_81,8101,8101
account_group_8102000,Wijziging in voorraden onderhanden werk,8102000,WWivWow,P.B,ACCR,,account_group_81,8102,8102
account_group_8103000,Wijziging in onderhanden projecten in opdracht van derden,8103000,WWivWop,P.C,ACCR,,account_group_81,8103,8103
account_group_8104000,Geactiveerde productie voor het eigen bedrijf,8104000,WWivGpv,P.D,ACCR,,account_group_81,8104,8104
account_group_8110000,Wijziging agrarische voorraden,8110000,WWivWav,P.E,ACCR,,account_group_81,8110,8110
account_group_8120000,Waardeveranderingen van agrarische voorraden,8120000,WWivWva,P.F,ACCR,,account_group_81,8120,8120
account_group_8130000,Marge-voorraden,8130000,WWivMrv,P.G,ACCR,,account_group_81,8130,8130
account_group_8201000,Ontvangen managementvergoeding,8201000,WOvbOnm,R.L,ACCR,,account_group_82,8201,8201
account_group_8202000,Ontvangen doorbelasting personeelskosten,8202000,WOvbOdp,R.M,ACCR,,account_group_82,8202,8202
account_group_8203000,Baten en giften uit fondsenwerving,8203000,WOvbBue,R.D,ACCR,,account_group_82,8203,8203
account_group_8204000,Baten uit gezamenlijke acties,8204000,WOvbBug,R.E,ACCR,,account_group_82,8204,8204
account_group_8205000,Baten uit acties van derden,8205000,WOvbBua,R.F,ACCR,,account_group_82,8205,8205
account_group_8206000,Verzekeringsuitkeringen,8206000,WOvbVez,R.O,ACCR,,account_group_82,8206,8206
account_group_8207000,Subsidiebaten,8207000,WOvbOrs,R.B,ACCR,,account_group_82,8207,8207
account_group_8208000,Huurontvangsten,8208000,WOvbHuo,R.G,ACCR,,account_group_82,8208,8208
account_group_8209000,Opbrengsten servicecontracten,8209000,WOvbOps,R.H,ACCR,,account_group_82,8209,8209
account_group_8210000,Netto verkoopresultaat vastgoedportefeuille,8210000,WOvbNvv,R.J,ACCR,,account_group_82,8210,8210
account_group_8211000,"College-, cursus-, les- en examengelden",8211000,WOvbCcl,R.I,ACCR,,account_group_82,8211,8211
account_group_8212000,Baten werk in opdracht van derden,8212000,WOvbBwi,R.K,ACCR,,account_group_82,8212,8212
account_group_8213000,Overige opbrengsten,8213000,WOvbOvo,R.N,ACCR,,account_group_82,8213,8213
account_group_8214000,Som van de (geworven) baten,8214000,WOvbSgb,R.P,ACCR,,account_group_82,8214,8214
account_group_8215000,Baten als tegenprestatie voor de levering van producten en/of diensten,8215000,WOvbLpd,R.A,ACCR,,account_group_82,8215,8215
account_group_8216000,Sponsorbijdragen,8216000,WOvbSpd,R.C,ACCR,,account_group_82,8216,8216
account_group_8218900,Exploitatiesubsidies,8218900,WOvbEsu,R.Q,ACCR,,account_group_82,82189,82189
account_group_8219000,Doorberekening overige bedrijfsopbrengsten,8219000,WOvbDob,R.Z,ACCR,,account_group_82,8219000,8219000
account_group_8301000,Vrijval uit herwaarderingsreserve,8301000,WVheVuh,Y.A,ACCR,,account_group_46,8301,8301
account_group_8302000,Vrijval egalisatierekening IPR,8302000,WVheVei,Y.B,ACCR,,account_group_46,8302,8302
account_group_8303000,Vrijval overige egalisatierekeningen,8303000,WVheVoe,Y.C,ACCR,,account_group_46,8303,8303
account_group_8401000,Opbrengst van vorderingen die tot de vaste activa behoren en van effecten,8401000,WOvtRof,X.A,ACCR,,account_group_45,8401,8401
account_group_8402000,Rentebaten en soortgelijke opbrengsten,8402000,WFbeRlm,Z.02.A,,,account_group_50,8402,8403
account_group_8404000,Rentelasten en soortgelijke kosten,8404000,WFbeRls,Z.02.B,,,account_group_50,8404,8404
account_group_8405000,Waardeveranderingen van financiële vaste activa en van effecten,8405000,WWfaBwv,Z.01,ACCR,,account_group_47,8405,8405
account_group_8406000,Overige rentelasten,8406000,WFbeOrl,Z.02.C,,,account_group_50,8406,8406
account_group_8407000,Wisselkoersverschillen,8407000,WFbeWis,Z.02.D,EXCH,,account_group_50,8407,8407
account_group_8408000,Kosten van beleggingen,8408000,WFbeKvb,Z.02.E,,,account_group_50,8408,8408
account_group_8409000,Kosten van beheer en administratie,8409000,WFbeKba,Z.02.F,,,account_group_50,8409,8409
account_group_8410000,Aandeel in resultaat van ondernemingen waarin wordt deelgenomen,8410000,WRedAir,Z.04.A,ACCR,,account_group_84,8410,8410
account_group_8420000,Aandeel in resultaat van ondernemingen waarin wordt deelgenomen - vrijstelling,8420000,WRedArv,Z.04.B,ACCR,,account_group_84,8420,8420
account_group_8497000,Opbrengsten uit niet op netto-vermogenswaarde e.d. gewaardeerde deelnemingen,8497000,WFbeOnn,Z.02.G,,,account_group_50,8497,8497
account_group_8498000,Waardeveranderingen van niet op netto-vermogenswaarde e.d. gewaardeerde deelnemingen,8498000,WFbeWnn,Z.02.H,,,account_group_50,8498,8498
account_group_8499000,Doorberekende financiële baten en lasten,8499000,WFbeDfb,Z.02.N,,,account_group_50,8499,8499
account_group_8500000,Derivaten,8500000,WFbeDer,Z.02.I,,,account_group_50,8500,8500
account_group_8510000,Positieve verschil tussen het ontvangen bedrag en de bij het aangaan van de lening als schuld erkende hoofdsom,8510000,WFbePol,Z.02.J,,,account_group_50,8510,8510
account_group_8511000,Positieve herwaarderingen van puttable financiële instrumenten,8511000,WFbePhp,Z.02.K,,,account_group_50,8511,8511
account_group_8512000,(Amortisatie van) agio en disagio,8512000,WFbeAad,Z.02.L,,,account_group_50,8512,8512
account_group_8513000,Negatieve verschil tussen het ontvangen bedrag en de bij het aangaan van de lening als schuld erkende hoofdsom,8513000,WFbeNol,Z.02.M,,,account_group_50,8513,8513
account_group_8514000,Negatieve herwaarderingen van puttable financiële instrumenten,8514000,WFbeNhp,Z.02.O,,,account_group_50,8514,8514
account_group_8515000,Aflossingspremies,8515000,WFbeAlp,Z.02.P,,,account_group_50,8515,8515
account_group_8516000,Emissiekosten,8516000,WFbeEmk,Z.02.Q,,,account_group_50,8516,8516
account_group_8517000,Kosten bij vervroegde aflossing (eenmalig),8517000,WFbeKva,Z.02.R,,,account_group_50,8517,8517
account_group_8518000,Bijkomende kosten ter afsluiting van een financiering,8518000,WFbeBkf,Z.02.S,,,account_group_50,8518,8518
account_group_8519000,Valutaverschillen op leningen voor zover zij als een correctie van de verschuldigde rentekosten kunnen worden aangemerkt,8519000,WFbeVlr,Z.02.T,,,account_group_50,8519,8519
account_group_8520000,Rentekosten begrepen in de leasetermijn in geval van financiële leasing,8520000,WFbeRfl,Z.02.U,,,account_group_50,8520,8520
account_group_9001000,Resultaat aandeel van derden,9001000,WAadRav,Z.07.A,ACCR,,account_group_89,90010,90010
account_group_9001100,Ledenbetalingen (inclusief reeds betaalde voorschotten),9001100,WLbeLbv,Z.06.A,ACCR,,account_group_88,90011,90011
account_group_9101000,Belastingen over de winst of het verlies,9101000,WBelBgr,Z.03.A,,,account_group_60,9101,9101
account_group_9104000,Mutatie fiscale oudedagsreserve,9104000,WMfoBel,Z.09.A,,,account_group_95,9104,9104
account_group_9999000,Nettoresultaat na belastingen (B.V.),9999000,WNerNew,Z.08.A,,,account_group_90,99990,99990
account_group_9999100,Nettoresultaat (EZ-VOF),9999100,WNerKap,Z.08.B,,,account_group_90,99991,99991
